Herstellernummer,Zulassung,Gemeinden,Number of Vehicle,Defective Vehicle,Number of Components,Defective Components,Number of Parts,Defective Parts
2,2015-12-04,GELSENKIRCHEN,10,10,40,8,140,18
2,2015-12-17,BOCHUM,12,11,48,5,168,16
2,2015-12-17,DORTMUND,1,1,4,2,14,0
2,2015-12-17,GELSENKIRCHEN,6,6,24,0,84,8
2,2015-12-18,BOCHUM,8,7,32,3,120,8
2,2015-12-18,DORTMUND,20,18,80,3,300,37
2,2015-12-18,GELSENKIRCHEN,6,5,24,3,90,8
2,2015-12-21,BOCHUM,130,120,520,54,1933,215
2,2015-12-21,DORTMUND,126,109,504,53,1764,212
2,2015-12-22,DORTMUND,4,4,16,0,60,8
2,2015-12-24,BOCHUM,16,14,64,7,240,30
2,2015-12-24,DORTMUND,36,31,144,12,540,64
2,2015-12-24,GELSENKIRCHEN,10,7,40,2,150,10
2,2015-12-28,DORTMUND,40,36,160,22,600,75
2,2015-12-30,BOCHUM,66,58,264,31,924,98
2,2015-12-30,DORTMUND,15,11,60,5,210,21
2,2015-12-30,GELSENKIRCHEN,26,22,104,6,364,46
2,2016-01-05,DORTMUND,8,7,32,8,120,18
2,2016-01-06,BOCHUM,4,3,16,0,60,7
2,2016-01-06,DORTMUND,12,9,48,2,180,17
2,2016-01-06,GELSENKIRCHEN,2,2,8,1,30,4
2,2016-01-11,BOCHUM,2,2,8,2,28,3
2,2016-01-11,DORTMUND,6,6,24,2,84,7
2,2016-01-15,DORTMUND,4,4,16,1,60,9
2,2016-01-19,NORDKIRCHEN,2,2,8,1,30,7
2,2016-01-21,GELSENKIRCHEN,45,39,180,16,630,71
2,2016-01-22,NORDKIRCHEN,4,4,16,0,56,10
2,2016-01-28,BOCHUM,14,11,56,5,199,13
2,2016-01-28,DORTMUND,36,31,144,16,504,51
2,2016-01-28,GELSENKIRCHEN,8,7,32,4,120,6
2,2016-02-03,BOCHUM,12,12,48,4,180,18
2,2016-02-03,DORTMUND,20,18,80,9,289,32
2,2016-02-03,GELSENKIRCHEN,4,3,16,2,60,4
2,2016-02-05,BOCHUM,2,2,8,0,30,1
2,2016-02-05,DORTMUND,8,7,32,2,118,8
2,2016-02-09,BOCHUM,10,5,40,2,150,8
2,2016-02-09,DORTMUND,18,18,72,7,270,32
2,2016-02-09,GELSENKIRCHEN,4,4,16,2,60,9
2,2016-02-10,DORTMUND,4,4,16,3,56,7
2,2016-02-10,GELSENKIRCHEN,6,4,24,2,90,7
2,2016-02-11,BOCHUM,2,2,8,3,30,3
2,2016-02-11,DORTMUND,8,8,32,5,120,14
2,2016-02-12,BOCHUM,4,3,16,2,56,3
2,2016-02-12,DORTMUND,12,12,48,9,168,17
2,2016-02-12,NORDKIRCHEN,2,2,8,2,30,2
2,2016-02-15,NORDKIRCHEN,2,2,8,1,28,2
2,2016-02-22,NORDKIRCHEN,2,2,8,0,30,6
2,2016-02-23,BOCHUM,32,27,128,9,468,33
2,2016-02-23,DORTMUND,44,35,176,19,616,55
2,2016-02-23,GELSENKIRCHEN,16,16,64,5,240,32
2,2016-02-26,BOCHUM,26,22,104,7,390,39
2,2016-02-26,DORTMUND,48,47,192,26,706,83
2,2016-02-26,GELSENKIRCHEN,10,10,40,9,150,19
2,2016-03-07,BOCHUM,8,8,32,3,112,12
2,2016-03-07,DORTMUND,14,13,56,9,196,22
2,2016-03-07,GELSENKIRCHEN,2,2,8,1,28,6
2,2016-03-11,BOCHUM,4,3,16,2,56,4
2,2016-03-11,DORTMUND,10,9,40,5,140,15
2,2016-03-11,NORDKIRCHEN,2,1,8,1,30,4
2,2016-03-17,BOCHUM,18,17,72,5,270,33
2,2016-03-17,DORTMUND,38,29,152,12,570,53
2,2016-03-17,GELSENKIRCHEN,1,1,4,0,15,2
2,2016-03-21,BOCHUM,98,86,392,36,1372,172
2,2016-03-21,GELSENKIRCHEN,160,146,640,73,2323,278
2,2016-03-23,DORTMUND,48,43,192,17,714,61
2,2016-03-24,NORDKIRCHEN,2,2,8,1,28,1
2,2016-03-25,BOCHUM,4,4,16,1,56,9
2,2016-03-25,DORTMUND,12,11,48,5,168,18
2,2016-03-29,BOCHUM,20,17,80,11,280,29
2,2016-03-29,DORTMUND,42,38,168,21,588,69
2,2016-03-29,GELSENKIRCHEN,12,12,48,4,168,16
2,2016-04-07,BOCHUM,8,7,32,2,112,11
2,2016-04-07,DORTMUND,14,12,56,8,196,18
2,2016-04-07,GELSENKIRCHEN,2,2,8,0,28,5
2,2016-04-12,BOCHUM,8,8,32,5,112,10
2,2016-04-12,DORTMUND,14,14,56,8,196,21
2,2016-04-12,GELSENKIRCHEN,4,4,16,2,56,4
2,2016-04-14,BOCHUM,12,8,48,2,180,15
2,2016-04-14,DORTMUND,22,19,88,13,323,36
2,2016-04-14,GELSENKIRCHEN,6,5,24,2,90,5
2,2016-04-19,DORTMUND,2,2,8,3,28,2
2,2016-04-20,BOCHUM,5,4,20,4,70,4
2,2016-04-20,GELSENKIRCHEN,10,7,40,3,140,11
2,2016-04-22,NORDKIRCHEN,4,3,16,1,60,4
2,2016-04-26,BOCHUM,44,42,176,20,660,84
2,2016-04-26,DORTMUND,60,51,240,19,876,87
2,2016-04-26,GELSENKIRCHEN,14,14,56,6,210,29
2,2016-04-28,DORTMUND,40,38,160,12,600,64
2,2016-05-04,BOCHUM,22,21,88,7,308,41
2,2016-05-04,GELSENKIRCHEN,12,11,48,12,168,17
2,2016-05-10,DORTMUND,4,4,16,3,60,8
2,2016-05-13,DORTMUND,14,12,56,9,206,11
2,2016-05-18,BOCHUM,12,12,48,8,168,24
2,2016-05-18,DORTMUND,26,26,104,11,364,39
2,2016-05-18,GELSENKIRCHEN,6,6,24,6,84,7
2,2016-05-19,NORDKIRCHEN,6,6,24,4,90,10
2,2016-05-20,BOCHUM,10,9,40,1,140,20
2,2016-05-20,GELSENKIRCHEN,10,7,40,3,140,16
2,2016-05-24,BOCHUM,26,24,104,12,390,45
2,2016-05-24,DORTMUND,36,34,144,19,504,56
2,2016-05-24,GELSENKIRCHEN,12,11,48,7,180,19
2,2016-05-25,DORTMUND,8,7,32,3,120,10
2,2016-05-27,DORTMUND,2,2,8,0,30,6
2,2016-06-02,BOCHUM,2,2,8,1,30,2
2,2016-06-02,DORTMUND,10,10,40,4,150,14
2,2016-06-07,BOCHUM,10,9,40,5,150,13
2,2016-06-07,DORTMUND,16,13,64,7,238,36
2,2016-06-07,NORDKIRCHEN,2,2,8,1,30,4
2,2016-06-09,BOCHUM,16,14,64,4,224,27
2,2016-06-09,DORTMUND,30,27,120,9,420,56
2,2016-06-09,GELSENKIRCHEN,6,6,24,5,84,5
2,2016-06-10,BOCHUM,2,2,8,2,28,4
2,2016-06-10,DORTMUND,8,7,32,4,112,9
2,2016-06-14,BOCHUM,12,12,48,3,171,22
2,2016-06-14,DORTMUND,22,16,88,5,308,21
2,2016-06-14,GELSENKIRCHEN,6,5,24,3,90,7
2,2016-06-20,BOCHUM,22,21,88,12,308,37
2,2016-06-20,DORTMUND,34,29,136,19,476,54
2,2016-06-20,GELSENKIRCHEN,12,11,48,5,168,18
2,2016-06-21,GELSENKIRCHEN,1,1,4,0,14,1
2,2016-06-22,BOCHUM,2,2,8,0,30,4
2,2016-06-22,DORTMUND,10,6,40,3,150,9
2,2016-06-27,NORDKIRCHEN,4,4,16,2,56,6
2,2016-06-29,BOCHUM,24,22,96,6,360,42
2,2016-06-29,DORTMUND,42,39,168,16,596,60
2,2016-06-29,GELSENKIRCHEN,10,10,40,3,150,16
2,2016-07-04,BOCHUM,26,24,104,11,364,45
2,2016-07-04,DORTMUND,35,33,140,12,490,65
2,2016-07-04,GELSENKIRCHEN,12,10,48,7,168,23
2,2016-07-12,BOCHUM,6,4,24,3,84,9
2,2016-07-12,DORTMUND,12,12,48,11,168,18
2,2016-07-18,BOCHUM,10,9,40,4,140,16
2,2016-07-18,GELSENKIRCHEN,6,5,24,2,84,9
2,2016-07-25,BOCHUM,4,4,16,3,56,4
2,2016-07-25,DORTMUND,10,9,40,5,140,12
2,2016-07-28,BOCHUM,22,16,88,11,308,30
2,2016-07-28,DORTMUND,40,39,160,17,560,74
2,2016-07-28,GELSENKIRCHEN,10,9,40,3,140,15
2,2016-08-02,DORTMUND,4,3,16,0,56,5
2,2016-08-04,BOCHUM,24,23,96,10,360,59
2,2016-08-04,DORTMUND,42,38,168,14,630,66
2,2016-08-04,GELSENKIRCHEN,10,9,40,3,150,16
2,2016-08-10,DORTMUND,2,2,8,1,28,4
2,2016-08-11,DORTMUND,6,5,24,2,84,7
2,2016-08-17,BOCHUM,12,10,48,7,180,27
2,2016-08-17,DORTMUND,26,22,104,14,376,40
2,2016-08-17,GELSENKIRCHEN,6,4,24,3,90,7
2,2016-08-22,NORDKIRCHEN,4,3,16,2,56,9
2,2016-08-23,BOCHUM,20,18,80,8,280,27
2,2016-08-23,DORTMUND,46,40,184,26,644,69
2,2016-08-23,GELSENKIRCHEN,14,13,56,11,196,24
2,2016-08-24,NORDKIRCHEN,6,6,24,3,84,10
2,2016-08-30,DORTMUND,11,9,44,4,165,20
2,2016-09-01,NORDKIRCHEN,4,3,16,2,56,9
2,2016-09-02,BOCHUM,2,2,8,0,28,4
2,2016-09-02,DORTMUND,8,8,32,3,112,16
2,2016-09-06,BOCHUM,8,7,32,4,112,11
2,2016-09-06,DORTMUND,14,12,56,4,196,30
2,2016-09-06,GELSENKIRCHEN,2,2,8,0,28,3
2,2016-09-07,BOCHUM,8,8,32,2,120,17
2,2016-09-07,DORTMUND,14,11,56,5,210,21
2,2016-09-07,GELSENKIRCHEN,2,1,8,0,30,1
2,2016-09-09,GELSENKIRCHEN,2,2,8,1,28,5
2,2016-09-12,BOCHUM,6,6,24,3,90,15
2,2016-09-12,DORTMUND,12,11,48,5,180,19
2,2016-09-21,BOCHUM,118,103,472,46,1652,175
2,2016-09-21,GELSENKIRCHEN,152,135,608,58,2223,233
2,2016-09-26,BOCHUM,38,31,152,17,532,57
2,2016-09-26,DORTMUND,52,43,208,21,728,77
2,2016-09-26,GELSENKIRCHEN,16,14,64,7,224,26
2,2016-09-29,BOCHUM,16,16,64,13,224,29
2,2016-09-29,DORTMUND,4,3,16,2,56,4
2,2016-09-29,GELSENKIRCHEN,10,8,40,2,140,20
2,2016-10-05,BOCHUM,2,2,8,1,28,2
2,2016-10-05,DORTMUND,8,6,32,5,112,8
2,2016-10-06,DORTMUND,12,10,48,7,168,17
2,2016-10-06,GELSENKIRCHEN,2,2,8,0,28,7
2,2016-10-07,BOCHUM,6,5,24,0,90,13
2,2016-10-07,DORTMUND,10,8,40,0,145,15
2,2016-10-10,NORDKIRCHEN,4,4,16,4,56,5
2,2016-10-14,BOCHUM,10,8,40,5,140,16
2,2016-10-14,DORTMUND,14,13,56,6,196,22
2,2016-10-14,GELSENKIRCHEN,4,4,16,3,56,2
2,2016-10-17,BOCHUM,1,1,4,1,15,2
2,2016-10-17,DORTMUND,24,22,96,12,360,35
2,2016-10-21,GELSENKIRCHEN,70,63,280,29,980,119
2,2016-10-31,BOCHUM,8,5,32,1,112,5
2,2016-10-31,DORTMUND,14,11,56,2,196,18
2,2016-10-31,GELSENKIRCHEN,6,5,24,3,84,8
2,2016-11-07,BOCHUM,2,2,8,0,30,5
2,2016-11-07,DORTMUND,12,11,48,10,180,14
2,2016-11-07,GELSENKIRCHEN,2,2,8,0,30,5
2,2016-11-10,DORTMUND,4,4,16,1,60,9
2,2016-11-14,BOCHUM,10,9,40,1,140,16
2,2016-11-14,DORTMUND,16,16,64,6,224,34
2,2016-11-14,GELSENKIRCHEN,4,4,16,4,56,4
2,2016-11-16,BOCHUM,14,13,56,7,196,27
2,2016-11-16,DORTMUND,11,10,44,10,154,15
2,2016-11-16,GELSENKIRCHEN,10,9,40,5,140,14
2,2016-11-17,BOCHUM,10,9,40,7,150,17
2,2016-11-17,DORTMUND,28,22,112,6,420,43
2,2016-11-17,GELSENKIRCHEN,5,5,20,4,72,6
2,2016-11-24,BOCHUM,18,15,72,3,252,28
2,2016-11-24,DORTMUND,42,36,168,10,588,70
2,2016-11-24,GELSENKIRCHEN,12,11,48,4,170,20
2,2016-11-28,BOCHUM,20,17,80,10,289,26
2,2016-11-28,DORTMUND,36,35,144,13,504,65
2,2016-11-28,GELSENKIRCHEN,12,12,48,4,180,18
2,2016-11-30,BOCHUM,65,60,260,18,910,116
2,2016-11-30,GELSENKIRCHEN,46,42,184,25,644,85
2,2016-12-02,DORTMUND,4,4,16,2,60,5
2,2016-12-05,DORTMUND,8,6,32,3,112,9
2,2016-12-06,BOCHUM,4,4,16,1,60,3
2,2016-12-06,DORTMUND,12,12,48,7,180,23
2,2016-12-06,GELSENKIRCHEN,2,2,8,1,30,2
2,2016-12-07,BOCHUM,1,1,4,1,15,2
2,2016-12-07,DORTMUND,10,10,40,4,150,17
2,2016-12-14,BOCHUM,10,8,40,5,140,15
2,2016-12-14,DORTMUND,14,9,56,4,196,17
2,2016-12-14,GELSENKIRCHEN,4,3,16,0,56,6
2,2016-12-16,BOCHUM,14,13,56,5,196,25
2,2016-12-16,DORTMUND,20,18,80,10,280,28
2,2016-12-16,GELSENKIRCHEN,8,8,32,12,112,17
2,2016-12-22,NORDKIRCHEN,4,2,16,2,56,3
2,2016-12-23,GELSENKIRCHEN,3,3,12,0,42,7
2,2016-12-28,BOCHUM,14,13,56,5,196,26
2,2016-12-28,DORTMUND,36,30,144,18,504,52
2,2016-12-28,GELSENKIRCHEN,8,8,32,4,112,10
2,2016-12-29,BOCHUM,14,12,56,3,196,22
2,2016-12-29,DORTMUND,30,27,120,14,420,43
2,2016-12-29,GELSENKIRCHEN,12,10,48,2,168,23
2,2016-12-30,BOCHUM,62,59,248,34,868,99
2,2016-12-30,DORTMUND,64,53,256,23,896,92
2,2016-12-30,GELSENKIRCHEN,26,22,104,8,364,43
